fips_code,population_estimate_2020,population_estimate_2021,population_estimate_2022,population_estimate_2023
1001,58915,59203,59726,60342
1003,233227,239439,246531,253507
1005,24969,24533,24700,24585
1007,22188,22359,21986,21868
1009,59107,59079,59516,59816
1011,10229,10143,10143,9897
1013,19025,18890,18668,18382
1015,116243,115678,115780,116429
1017,34651,34488,34164,34079
1019,24969,25074,25353,25666
1021,45057,45259,45848,46431
1023,12626,12548,12431,12252
1025,22987,22740,22574,22337
1027,14212,14170,14183,14111
1029,15064,15156,15372,15639
1031,53549,54199,54840,55643
1033,57304,57644,57993,58361
1035,11554,11320,11224,11174
1037,10335,10314,10307,10268
1039,37506,37570,37603,37952
1041,13163,13069,13048,13101
1043,88136,89639,90663,92016
1045,49257,49395,49495,49871
1047,38171,37515,36729,36165
1049,71659,71912,72082,72569
1051,87861,88789,89600,90441
1053,36685,36660,36636,36558
1055,103453,103010,102903,103241
1057,16331,16127,16082,15967
1059,32078,31998,31910,31802
1061,26698,26620,26760,26988
1063,7700,7614,7452,7341
1065,14772,14726,14599,14888
1067,17169,17433,17670,17899
1069,107284,107470,108047,108462
1071,52545,52719,52923,53467
1073,674717,669990,665084,662895
1075,13953,13736,13706,13661
1077,94025,94853,95875,96814
1079,33089,33073,33187,33502
1081,174754,177596,180698,183215
1083,104203,107303,110868,114654
1085,10285,9945,9783,9717
1087,19464,18905,18532,18370
1089,390503,396671,403605,412600
1091,19270,18985,18791,18684
1093,29176,29001,29182,29244
1095,97702,98286,99428,100756
1097,414377,413383,411398,411640
1099,19706,19550,19412,19229
1101,228342,226935,226301,224980
1103,123288,123375,124231,125133
1105,8458,8328,7904,7738
1107,18969,18618,18749,18688
1109,32900,32746,33008,33137
1111,22086,22184,22460,22786
1113,59258,58681,58594,58744
1115,91657,92874,93881,95552
1117,223912,227453,230033,233000
1119,12191,11967,11889,11727
1121,81575,80734,80748,81132
1123,41284,41099,40913,40677
1125,231547,235670,236690,237373
1127,65138,64636,64438,64728
1129,15329,15223,15094,15022
1131,10534,10423,10139,9944
1133,23493,23655,23741,23611
2013,3427,3417,3430,3461
2016,5214,5147,5090,5160
2020,290893,289169,286983,286075
2050,18661,18594,18259,18224
2060,830,842,870,844
2063,7080,6971,6899,6769
2066,2614,2621,2609,2674
2068,1614,1595,1575,1584
2070,4838,4796,4724,4607
2090,95337,95593,95202,94840
2100,2084,2074,2070,2070
2105,2358,2330,2279,2262
2110,32209,31979,31740,31555
2122,58942,59946,60611,61223
2130,13915,13866,13772,13738
2150,13047,12878,12639,12565
2158,8371,8377,8214,8001
2164,1450,1419,1377,1331
2170,107504,110998,113472,115239
2180,10029,9894,9791,9763
2185,11004,11054,10811,10603
2188,7797,7635,7453,7361
2195,3403,3381,3370,3427
2198,5741,5720,5650,5696
2220,8426,8383,8353,8282
2230,1238,1147,1092,1095
2240,6821,7007,7016,7077
2275,2126,2102,2071,2064
2282,682,710,685,687
2290,5309,5278,5169,5129
4001,65913,65389,65533,65036
4003,125527,126119,125487,124640
4005,145192,142897,144223,144472
4007,53351,53549,53922,54003
4009,38646,38921,38822,39525
4011,9528,9400,9327,9369
4012,16569,16385,16535,16710
4013,4445059,4499438,4555833,4585871
4015,214185,217164,220905,223682
4017,106763,107726,108800,109175
4019,1045175,1048914,1057476,1063162
4021,430187,448993,465037,484239
4023,47712,47956,48680,49158
4025,237217,242352,246230,249081
4027,205659,207284,208874,213221
5001,17107,16687,16498,16307
5003,18957,18654,18348,18262
5005,41686,42224,42485,42875
5007,286618,294297,302822,311013
5009,37381,37894,38280,38530
5011,10495,10343,10168,10104
5013,4736,4728,4687,4641
5015,28240,28539,28717,28814
5017,10156,10052,9834,9538
5019,21385,21244,21276,21274
5021,14529,14362,14271,14201
5023,24704,25028,25253,25445
5025,7552,7486,7467,7378
5027,22744,22490,22286,22150
5029,20730,20902,21021,21077
5031,111619,111794,112863,113993
5033,60142,60430,61041,61891
5035,48076,47438,47051,47139
5037,16795,16672,16590,16420
5039,6444,6309,6196,6185
5041,11324,11048,10758,10479
5043,17313,17057,16912,16945
5045,123820,125608,127565,129951
5047,17139,17166,17270,17468
5049,12054,12147,12355,12421
5051,100258,100393,99982,99784
5053,18018,18123,18129,18383
5055,45864,46341,46408,46743
5057,19989,19667,19481,19343
5059,33075,33079,33149,33258
5061,12757,12695,12622,12533
5063,37940,38100,38254,38320
5065,13602,13921,14029,14169
5067,16761,16781,16654,16784
5069,66830,65637,64295,63661
5071,25724,25957,25970,26129
5073,6293,6159,6129,6095
5075,16218,16329,16194,16318
5077,8526,8560,8367,8201
5079,12890,13168,12910,12898
5081,11974,11973,11865,11805
5083,21100,21229,21258,21400
5085,74055,74770,75199,75944
5087,16545,16944,17463,17775
5089,16873,16984,17289,17514
5091,42588,42494,42608,42415
5093,40538,39534,38863,38663
5095,6776,6648,6568,6512
5097,8485,8635,8543,8620
5099,8284,8184,8179,8120
5101,7196,7167,7101,7071
5103,22615,22312,21994,21793
5105,9997,9995,10073,10184
5107,16440,15825,15350,14961
5109,10162,10114,10159,10208
5111,22954,22691,22453,22397
5113,19177,19333,19334,19436
5115,63410,63778,64053,64593
5117,8249,8095,8077,8036
5119,399274,398108,399387,400009
5121,18595,18839,18852,18907
5123,23021,22715,22402,22101
5125,123826,125382,127415,129574
5127,9834,9795,9796,9851
5129,7840,7893,7906,7806
5131,127808,128342,129109,129098
5133,15778,15714,15738,15632
5135,17314,17691,17836,17968
5137,12349,12441,12585,12671
5139,38931,38375,37813,37397
5141,15799,15777,16103,16142
5143,246774,251767,256682,261549
5145,76860,77109,77616,78452
5147,6224,6146,6057,5964
5149,20212,20135,20091,20044
6001,1680466,1644047,1628259,1622188
6003,1205,1229,1190,1141
6005,40525,41228,41493,41811
6007,210151,206336,207369,207172
6009,45348,46249,46556,46565
6011,21864,21919,21909,22037
6013,1166069,1163941,1157019,1155025
6015,27604,27584,27112,26589
6017,191245,193704,192787,192215
6019,1009552,1013103,1015359,1017162
6021,28904,28718,28360,28129
6023,136262,134897,134944,133985
6025,179612,179138,178940,179057
6027,18987,18924,18742,18527
6029,905910,912709,916751,913820
6031,152844,152775,152987,152682
6033,68199,68645,68172,67878
6035,32315,31885,30020,28861
6037,9992813,9809462,9719765,9663345
6039,156345,158966,160329,162858
6041,261306,259278,256154,254407
6043,17119,17127,17053,16919
6045,91367,91321,90007,89108
6047,281830,284610,290210,291920
6049,8681,8641,8619,8500
6051,13228,13271,13002,13066
6053,438322,437158,432884,430723
6055,137459,136265,134370,133216
6057,102265,103517,102401,102037
6059,3185734,3160611,3150372,3135755
6061,405927,413047,418074,423561
6063,19746,19958,19443,19131
6065,2422993,2453399,2474241,2492442
6067,1586566,1588810,1584380,1584288
6069,64530,66709,67643,68175
6071,2183391,2193087,2194908,2195611
6073,3295298,3274432,3277176,3269973
6075,870518,811935,807774,808988
6077,780617,788354,794293,800965
6079,281884,279464,282046,281639
6081,762479,739149,728929,726353
6083,448424,437521,443915,441257
6085,1931168,1885173,1878335,1877592
6087,270474,260475,264240,261547
6089,182002,182135,180937,180366
6091,3225,3294,3222,3200
6093,43995,44139,43786,42905
6095,452723,450653,448885,449218
6097,488282,484519,482669,481812
6099,553257,552723,551226,551430
6101,99479,99152,98569,97948
6103,65687,65446,65299,64896
6105,16091,16082,15778,15670
6107,473914,477176,477884,479468
6109,55379,55131,54587,54204
6111,843371,839471,832871,829590
6113,216291,213141,222018,220544
6115,81958,83227,84353,85722
8001,520500,523544,527509,533365
8003,16377,16579,16587,16655
8005,655272,656855,656269,656061
8007,13424,13806,13989,14189
8009,3480,3490,3435,3344
8011,5473,5339,5439,5681
8013,330938,327084,327339,326831
8014,74490,75411,76195,76860
8015,19484,19741,20265,20617
8017,1746,1719,1731,1727
8019,9393,9457,9367,9147
8021,7451,7582,7587,7521
8023,3502,3613,3615,3628
8025,5688,5735,5627,5636
8027,4723,5063,5337,5534
8029,31056,31392,31560,31746
8031,717606,711467,713453,716577
8033,2331,2375,2460,2513
8035,360323,369783,375937,383906
8037,55657,55774,55218,54381
8039,26216,27159,27842,28806
8041,732384,737287,740596,744215
8043,48878,49237,49616,50318
8045,61794,62107,62256,62707
8047,5820,5893,5886,5926
8049,15747,15851,15734,15935
8051,16950,17294,17320,17321
8053,788,773,771,765
8055,6827,6934,7097,7055
8057,1379,1359,1314,1309
8059,583081,580703,575811,576366
8061,1455,1454,1434,1384
8063,7062,6927,6983,6994
8065,7408,7395,7346,7365
8067,55673,56169,56553,56407
8069,359923,362747,367577,370771
8071,14490,14334,14311,14348
8073,5662,5473,5510,5480
8075,21210,21006,20792,20619
8077,156011,157439,158531,159681
8079,874,929,931,944
8081,13269,13165,13205,13327
8083,25887,26234,26467,26531
8085,42818,43236,43807,44156
8087,29076,29006,29266,29524
8089,18664,18527,18311,18136
8091,4882,5063,5103,5176
8093,17418,17744,17921,18117
8095,4527,4502,4448,4476
8097,17355,17337,16847,16640
8099,12017,11990,11873,11751
8101,168337,169316,169472,169422
8103,6520,6442,6549,6569
8105,11541,11406,11337,11188
8107,24832,25058,25072,25064
8109,6389,6511,6627,6688
8111,711,741,806,802
8113,8054,8080,8008,7868
8115,2389,2326,2286,2299
8117,31001,30998,30636,30465
8119,24744,24945,24860,24617
8121,4813,4868,4847,4855
8123,331458,339897,350266,359442
8125,9971,9925,9895,9862
9110,962436,970142,972068,975328
9120,324387,326752,327125,327651
9130,173268,175430,175982,176215
9140,449285,452281,453590,456128
9150,95222,95605,96148,96692
9160,112202,112953,113277,113463
9170,564076,568450,568402,568158
9180,278342,278820,279257,279634
9190,618368,623258,622857,623907
10001,182315,185043,187758,189789
10003,570918,572029,575254,578592
10005,238629,247809,256447,263509
11001,670839,669037,670949,678972
12001,279737,281889,284041,285994
12003,28116,28669,27786,28368
12005,174525,179520,185210,190769
12007,28222,28050,27296,27858
12009,608775,617900,630707,643979
12011,1943398,1935575,1946889,1962531
12013,13707,13518,13465,13470
12015,187995,194934,202582,206134
12017,154568,158167,162508,166696
12019,218951,222648,226634,232439
12021,377310,387226,397516,404310
12023,69740,69932,71870,73063
12027,34086,34333,35320,35979
12029,16687,16933,17120,17465
12031,997784,1002774,1017011,1030822
12033,322568,323459,323860,326928
12035,116028,120974,126758,131439
12037,12468,12183,12492,12594
12039,43411,43599,43393,43833
12041,17882,18316,19002,19587
12043,12078,12266,12463,12786
12045,14259,14462,15299,15693
12047,13729,13072,13194,13471
12049,25339,25322,25651,25760
12051,39723,40215,41391,43333
12053,195624,200693,206935,212807
12055,101349,103279,105649,107614
12057,1466255,1484607,1513473,1535564
12059,19578,19309,19653,19944
12061,160446,163869,167267,169795
12063,47096,47119,48255,48622
12065,14399,14494,15069,15450
12067,8218,7952,7777,8078
12069,386216,396352,410090,424462
12071,765547,790888,822391,834573
12073,293955,296007,297282,296913
12075,43059,44156,45253,46545
12077,7804,7290,7613,7706
12079,17869,18099,18230,18519
12081,401619,413716,429169,441095
12083,377472,385135,396437,409959
12085,158671,160197,161987,163315
12086,2695685,2669748,2673056,2686867
12087,82847,82220,81618,80614
12089,91031,94399,97826,101501
12091,212085,213641,216464,218464
12093,39652,40031,40373,41427
12095,1431679,1427761,1451761,1471416
12097,391141,403990,422543,437784
12099,1494282,1503435,1519867,1533801
12101,566156,585191,609141,632996
12103,959793,959583,961792,961596
12105,730158,755598,788382,818330
12107,73372,74095,74736,75955
12109,277099,293251,307072,320110
12111,331441,344246,358886,373586
12113,189011,193750,198199,203162
12115,436237,448636,462552,469013
12117,471455,470857,478623,484271
12119,130290,134870,144767,151565
12121,43524,44125,45405,46130
12123,21743,20807,21313,21582
12125,15425,15850,15514,15532
12127,555776,566368,579665,590357
12129,33893,34270,35169,36449
12131,75941,80021,83404,86354
12133,25320,24867,25405,25602
13001,18376,18423,18437,18457
13003,8308,8348,8160,8293
13005,11112,11068,11173,11124
13007,2852,2824,2792,2743
13009,43790,43695,43633,43396
13011,18081,18538,19342,19789
13013,83981,86727,89245,92792
13015,109314,110936,112815,115041
13017,17168,17128,17057,17128
13019,18144,18117,18215,18570
13021,157035,155980,156126,156512
13023,12523,12270,12279,12465
13025,18044,18119,18210,18401
13027,16272,16276,16284,16245
13029,45043,46974,48218,49739
13031,79922,80671,83038,84327
13033,24635,24362,24434,24438
13035,25549,26164,26745,26887
13037,5574,5541,5474,5457
13039,54931,55786,56971,58118
13043,11022,10947,10962,11059
13045,119498,121595,124530,127098
13047,68006,68436,68836,68910
13049,12534,12820,12788,12934
13051,295089,295690,301025,303655
13053,9475,9044,8746,8661
13055,24925,24844,24962,25222
13057,268156,274732,281194,286602
13059,128551,129206,129726,129933
13061,2828,2867,2853,2853
13063,299439,299210,298399,298300
13065,6720,6702,6679,6746
13067,766378,766662,771840,776743
13069,43060,43046,43247,43317
13071,45891,45763,45830,46167
13073,156865,159662,162471,165162
13075,17236,17262,17409,17714
13077,146747,149973,152879,155892
13079,12103,12139,12169,12277
13081,20053,20000,19729,19631
13083,16239,16221,16090,16165
13085,27059,28498,30189,31732
13087,29326,29091,29019,29087
13089,764489,759113,761779,762992
13091,19949,19734,19873,19776
13093,11156,10869,10585,10981
13095,85155,82235,82895,82645
13097,144648,145748,147453,149160
13099,10794,10635,10560,10563
13103,65169,66764,69034,71541
13105,19668,19571,19873,20013
13107,22893,22899,22946,23119
13109,10792,10697,10659,10754
13111,25436,25797,25733,25955
13113,119491,120715,121981,123351
13115,98583,98487,99437,100113
13117,252901,260783,267312,272887
13119,23471,23510,24146,24782
13121,1069394,1062451,1073698,1079105
13123,31427,32106,32403,32860
13125,2899,2901,2928,2954
13127,84482,84786,85145,86172
13129,57722,58239,58855,59757
13131,26224,25850,25994,26066
13133,19028,19544,20111,20722
13135,958359,965338,976173,983526
13137,46142,46748,47465,48757
13139,203473,207080,212621,217267
13141,8711,8677,8417,8676
13143,30036,30595,31355,32038
13145,34898,35589,36257,36654
13147,25878,26319,26886,27556
13149,11444,11532,11716,12034
13151,241852,245085,248472,254613
13153,164356,167228,169775,171974
13155,9647,9369,9114,9120
13157,76731,80374,84009,88615
13159,14662,15263,15979,16455
13161,14800,14860,14891,14906
13163,15676,15476,15294,15183
13165,8663,8764,8655,8627
13167,9183,8999,9211,9282
13169,28402,28406,28512,28969
13171,18549,18697,19473,20401
13173,9929,10051,10177,10452
13175,49535,49524,49710,49941
13177,33222,33209,33678,33872
13179,65317,66800,67919,69210
13181,7702,7749,7859,7879
13183,16270,17108,18395,19594
13185,118416,118916,119499,120712
13187,33641,32843,34706,35258
13189,21607,21619,21690,21799
13191,10985,11054,11183,11501
13193,12021,11852,11777,11817
13195,30276,30887,31450,32191
13197,7530,7434,7436,7440
13199,20617,20725,20890,20931
13201,5992,5853,5774,5747
13205,21671,21318,21192,21114
13207,28057,28753,29469,30625
13209,8576,8646,8643,8761
13211,20201,20650,21024,21460
13213,40012,39975,40410,41035
13215,207006,205060,202432,201877
13217,112890,115341,117752,120135
13219,42016,43034,43624,44182
13221,14869,15187,15531,15754
13223,169580,173989,178753,183164
13225,28036,28245,28486,28805
13227,33337,34021,34825,35969
13229,19747,19975,20190,20425
13231,18946,19540,19955,20461
13233,42924,43316,43669,44223
13235,9870,9570,9963,10095
13237,22170,22614,22933,23129
13241,16912,17120,17267,17442
13243,6368,6263,6126,6078
13245,206524,205274,206344,205414
13247,93611,93888,94945,95987
13249,4536,4486,4497,4526
13251,14077,14062,13970,14174
13253,9133,9162,9144,9092
13255,67471,67765,69008,69946
13257,26818,26765,26746,27228
13259,5303,4915,4604,4674
13261,29520,28981,28864,28890
13263,5726,5755,5757,5718
13265,1559,1569,1608,1609
13267,24321,24092,23988,24296
13269,7818,7769,7762,7758
13271,12465,12317,12378,10920
13273,9140,8924,8792,8718
13275,45775,45818,45551,45649
13277,41387,41082,41335,41554
13279,27078,26847,26813,27040
13281,12547,12880,12961,13035
13283,6397,6365,6359,6341
13285,69333,69518,70247,70742
13287,8986,8919,8836,8909
13289,8013,7881,7676,7691
13291,24802,25552,26390,27124
13293,27745,27689,28093,28263
13295,67738,68417,68965,69489
13297,97158,99814,103064,106702
13299,36229,35545,35597,36243
13301,5207,5208,5157,5106
13303,19952,19758,19765,19820
13305,30142,30220,30737,31373
13309,7449,7737,7310,7081
13311,28108,28389,28804,29026
13313,102784,102712,103095,103687
13315,8787,8737,8751,8779
13317,9552,9489,9565,9518
13319,8833,8786,8677,8725
13321,20732,20565,20431,20273
15001,200744,203875,206348,207615
15003,1012399,1004163,994828,989408
15007,73190,73829,73783,73851
15009,164768,164797,164359,164183
16001,498278,513025,519004,524673
16003,4428,4623,4791,4903
16005,87276,88515,89625,90400
16007,6367,6567,6730,6766
16009,9576,9895,10291,10369
16011,48097,48929,49973,50395
16013,24348,24782,24901,25041
16015,7664,8133,8360,8517
16017,47403,49633,51407,52547
16019,124737,128064,129543,131366
16021,12139,12620,13272,13557
16023,2584,2666,2698,2758
16025,1084,1137,1169,1232
16027,233013,243710,250892,257674
16029,7013,7109,7200,7219
16031,24760,25244,25644,25696
16033,792,793,810,801
16035,8750,8925,9035,9214
16037,4271,4446,4518,4523
16039,28669,28978,29391,29724
16041,14282,14670,15170,15494
16043,13419,13591,14017,14196
16045,19272,19802,20454,21071
16047,15649,15793,15879,16061
16049,16594,17059,17637,17890
16051,31080,32201,33336,34198
16053,24270,24738,25244,25479
16055,172785,180058,183290,185010
16057,39638,40400,40924,41301
16059,7962,8160,8284,8441
16061,3527,3690,3725,3739
16063,5134,5285,5385,5450
16065,52928,54092,54958,54547
16067,21668,21944,22208,22480
16069,42145,42500,42909,42987
16071,4566,4605,4740,4953
16073,11996,12356,12645,12722
16075,25590,26386,26929,27279
16077,7879,7975,8136,8253
16079,13199,13615,13935,14026
16081,11735,12273,12519,12549
16083,90372,92394,93821,95156
16085,11842,12256,12450,12644
16087,10558,10900,11147,11425
17001,65614,65064,64556,64441
17003,5169,5025,4841,4695
17005,16684,16623,16536,16450
17007,53343,53173,53068,53202
17009,6227,6432,6316,6294
17011,33191,32959,32827,32729
17013,4407,4395,4353,4317
17015,15672,15702,15579,15526
17017,12991,12790,12638,12596
17019,205654,206605,206169,205644
17021,33960,33703,33390,33228
17023,15429,15352,15160,15088
17025,13273,13163,13077,12999
17027,36901,36882,36937,36785
17029,46760,46802,46346,46060
17031,5263608,5180919,5111566,5087072
17033,18651,18684,18495,18300
17035,10433,10352,10308,10261
17037,100269,100482,100223,100288
17039,15461,15403,15365,15365
17041,19764,19694,19667,19629
17043,931317,926848,921664,921213
17045,16786,16576,16385,16334
17047,6208,6084,6058,5968
17049,34703,34508,34300,34331
17051,21490,21438,21270,21164
17053,13513,13479,13256,13250
17055,37697,37459,37215,37138
17057,33487,33275,32935,32541
17059,4935,4895,4823,4670
17061,11936,11847,11640,11543
17063,52516,52959,53149,53578
17065,7999,7913,7981,7911
17067,17543,17376,17254,17186
17069,3642,3635,3572,3569
17071,6335,6306,6168,6088
17073,49167,48911,48596,48448
17075,26984,26775,26493,26136
17077,52891,52604,52477,52141
17079,9241,9193,9172,9144
17081,36995,36889,36419,36320
17083,21494,21349,21191,21091
17085,22057,21972,21845,21756
17087,13318,13472,13391,13326
17089,516181,516292,514139,514982
17091,107264,106605,105998,105940
17093,132355,135015,137494,139976
17095,49790,49310,48620,48411
17097,713281,712570,709899,708760
17099,109410,109160,108181,108309
17101,15268,15228,14891,14813
17103,34062,34195,33938,33654
17105,35792,35769,35517,35320
17107,27912,27979,27666,27590
17109,27100,26880,26914,26839
17111,309882,311543,311558,312800
17113,170949,171109,170918,170441
17115,103752,102597,101333,100591
17117,44856,44492,44123,44018
17119,265643,264867,263572,262752
17121,37652,37379,36905,36673
17123,11717,11668,11671,11683
17125,13058,12830,12699,12523
17127,14133,13946,13827,13661
17129,12270,12167,12072,11954
17131,15632,15580,15533,15487
17133,34953,35004,35001,34957
17135,28202,28082,27901,27663
17137,32845,32646,32298,32140
17139,14481,14561,14375,14342
17141,51692,51464,51345,51265
17143,181319,179638,178000,177513
17145,20886,21014,20512,20503
17147,16681,16757,16675,16714
17149,14640,14621,14499,14342
17151,3754,3758,3746,3707
17153,5160,5075,4950,4911
17155,5630,5588,5553,5561
17157,30090,30204,30026,29815
17159,15790,15767,15555,15488
17161,144360,142923,141559,141236
17163,256844,254958,252265,251018
17165,23690,23316,23052,22873
17167,196144,195371,194151,193491
17169,6868,6831,6753,6733
17171,4941,4849,4771,4710
17173,20919,20862,20710,20568
17175,5382,5284,5313,5218
17177,44503,44062,43556,43105
17179,131086,130412,129610,129541
17181,17184,16921,16772,16667
17183,74009,73164,72103,71652
17185,11318,11208,11040,10942
17187,16821,16585,16360,16185
17189,13723,13640,13623,13536
17191,16126,15956,15843,15761
17193,13808,13758,13595,13401
17195,55565,55302,54555,54498
17197,696826,699176,698046,700728
17199,67114,66883,66544,66706
17201,284916,283333,281542,280922
17203,38413,38220,38177,38285
18001,35849,35991,36151,36288
18003,386103,389163,391644,394545
18005,82218,82729,83394,84003
18007,8715,8686,8672,8729
18009,12105,12041,11919,11893
18011,71137,73080,74309,76120
18013,15485,15592,15587,15653
18015,20339,20525,20514,20525
18017,37786,37558,37537,37666
18019,121360,122895,124222,125467
18021,26427,26394,26410,26460
18023,33178,32983,32769,32730
18025,10524,10491,10517,10438
18027,33357,33396,33496,33656
18029,50750,50875,50900,51215
18031,26474,26353,26454,26399
18033,43292,43395,43813,44198
18035,111762,112057,112163,112321
18037,43642,43565,43492,43546
18039,206991,207054,206873,206409
18041,23359,23381,23389,23362
18043,80519,80595,80621,80809
18045,16492,16480,16620,16731
18047,22788,22889,23083,23096
18049,20469,20412,20368,20358
18051,33049,32965,33002,32904
18053,66507,66188,65993,66200
18055,30793,30862,31071,31196
18057,348996,357620,365463,371645
18059,80180,81891,83117,86166
18061,39676,39805,39790,40006
18063,175596,179800,183119,186387
18065,48903,49024,48815,48929
18067,83589,83650,83546,83831
18069,36646,36788,36800,36781
18071,46479,46224,46230,46460
18073,32908,33165,33345,33535
18075,20474,20282,20118,20032
18077,33100,33117,32936,33056
18079,27580,27513,27484,27622
18081,162237,164394,165686,167819
18083,36256,35976,35876,36070
18085,80141,80237,80564,80364
18087,40542,40527,40854,40907
18089,498957,499257,499657,500598
18091,112270,112513,111822,111706
18093,45016,45066,45231,45084
18095,130167,130841,131383,132504
18097,976659,971543,969223,968460
18099,46071,46160,46378,46352
18101,9809,9804,9827,9897
18103,35906,35999,35546,35402
18105,139585,140176,139621,139342
18107,37935,38057,38319,38573
18109,71836,72275,72260,73227
18111,13799,13820,13839,13960
18113,47460,47392,47234,47430
18115,5928,5994,6097,6004
18117,19850,19806,19601,19638
18119,21318,21514,21487,21532
18121,16150,16486,16367,16484
18123,19155,19334,19207,19209
18125,12249,12170,12143,12106
18127,173318,174551,174848,175335
18129,25185,25165,25098,25040
18131,12515,12360,12449,12385
18133,36689,37043,37294,37567
18135,24415,24409,24350,24216
18137,28980,29015,29030,29227
18139,16763,16679,16672,16847
18141,272682,272286,272282,272848
18143,24377,24422,24500,24657
18145,45060,45101,45189,45231
18147,19833,19841,19849,19910
18149,23396,23373,23203,23206
18151,34441,34702,34772,34917
18153,20812,20777,20671,20757
18155,9748,9869,10009,10019
18157,186387,187423,188237,188792
18159,15392,15394,15325,15256
18161,7082,7018,6967,6973
18163,180336,180165,179563,179810
18165,15409,15435,15433,15417
18167,106130,106116,106082,106153
18169,30934,30893,30842,30670
18171,8423,8449,8488,8518
18173,63996,64657,65231,65867
18175,28238,28138,28171,28205
18177,66507,66435,66216,66127
18179,28155,28154,28298,28555
18181,24673,24643,24660,24917
18183,34329,34470,34577,34742
19001,7493,7524,7457,7389
19003,3709,3638,3601,3544
19005,14071,13968,14018,14074
19007,12287,12269,12141,12119
19009,5683,5645,5575,5534
19011,25549,25738,25742,25796
19013,131044,130576,130052,130471
19015,26698,26761,26579,26590
