fips_code,population_estimate_2020,population_estimate_2021,population_estimate_2022,population_estimate_2023
19017,25011,25118,25254,25307
19019,20605,20703,20689,20691
19021,20806,20790,20644,20567
19023,14333,14348,14246,14172
19025,9900,9895,9725,9763
19027,20726,20740,20541,20522
19029,13123,13089,13137,13130
19031,18495,18436,18353,18302
19033,43022,42761,42426,42406
19035,11656,11535,11490,11605
19037,11988,11883,11728,11658
19039,9737,9756,9643,9588
19041,16336,16454,16507,16511
19043,17033,17053,17057,16969
19045,46427,46483,46255,46158
19047,16484,16232,16129,16013
19049,100536,104174,108146,111092
19051,9111,9150,9147,9169
19053,7606,7668,7695,7665
19055,17458,17553,17607,17600
19057,38823,38506,38242,38253
19059,17767,17868,18048,18056
19061,99308,98854,98715,98887
19063,9347,9334,9214,9229
19065,19445,19295,19266,19210
19067,15604,15465,15348,15326
19069,10002,9952,9946,9875
19071,6566,6583,6475,6458
19073,8752,8724,8710,8584
19075,12333,12358,12355,12384
19077,10612,10588,10681,10722
19079,15008,14863,14803,14729
19081,10754,10680,10651,10615
19083,16828,16702,16614,16463
19085,14569,14690,14680,14670
19087,20447,20382,20253,19547
19089,9489,9496,9509,9376
19091,9599,9630,9521,9500
19093,7022,6969,6905,6833
19095,16658,16586,16497,16381
19097,19455,19399,19346,19342
19099,37810,37874,37949,37919
19101,15694,15781,15668,15440
19103,153056,155035,156915,157528
19105,20653,20826,20949,20900
19107,10004,9902,9883,9914
19109,14799,14515,14465,14396
19111,33533,33257,32829,32565
19113,230419,229445,228940,228972
19115,10814,10724,10617,10513
19117,8618,8706,8702,8747
19119,11930,12040,12177,12324
19121,16629,16793,17040,16971
19123,22160,21974,21971,21874
19125,33414,33441,33630,33770
19127,40096,39913,39821,40014
19129,14398,14467,14535,14633
19131,10597,10563,10544,10518
19133,8742,8598,8506,8493
19135,7593,7581,7530,7504
19137,10333,10316,10210,10139
19139,43143,42674,42395,42218
19141,14150,14044,14085,14012
19143,6198,6170,6072,5978
19145,15190,15220,15176,15014
19147,8986,8923,8790,8810
19149,25692,25731,25722,25722
19151,7065,7039,7073,6976
19153,493022,497842,501184,505255
19155,93669,93410,93065,93179
19157,18631,18624,18518,18453
19159,4639,4632,4688,4642
19161,9799,9768,9689,9686
19163,174609,174225,173751,174270
19165,11735,11780,11711,11806
19167,35885,35959,36127,36246
19169,98649,99679,98257,98566
19171,17081,16898,16943,16833
19173,5862,5866,5875,5924
19175,12132,12049,11903,11906
19177,7222,7258,7252,7266
19179,35326,35295,35081,35166
19181,52591,53485,54303,55205
19183,22542,22522,22542,22560
19185,6512,6531,6490,6557
19187,36996,37170,36652,36485
19189,10662,10661,10639,10571
19191,20045,19935,19902,19815
19193,105912,105749,105558,105951
19195,7436,7377,7311,7297
19197,12916,12813,12695,12656
20001,12533,12498,12489,12412
20003,7839,7807,7798,7838
20005,16328,16236,16053,16016
20007,4198,4099,4124,4071
20009,25427,25263,25058,24899
20011,14335,14326,14443,14408
20013,9472,9446,9373,9250
20015,67391,67976,68289,68632
20017,2571,2604,2568,2579
20019,3386,3389,3387,3347
20021,19309,19186,19025,19054
20023,2614,2637,2618,2636
20025,1979,1958,1939,1847
20027,8121,8090,8041,8007
20029,9009,8954,8934,8854
20031,8357,8337,8252,8251
20033,1678,1663,1690,1655
20035,34534,34624,34423,34157
20037,38948,39028,39145,38764
20039,2759,2766,2689,2712
20041,18373,18465,18355,18445
20043,7474,7456,7475,7493
20045,118784,119493,120007,120553
20047,2884,2802,2760,2733
20049,2482,2439,2448,2467
20051,28948,28850,28840,28810
20053,6369,6324,6383,6357
20055,38304,38079,37639,37466
20057,34215,34186,33924,33980
20059,26000,26002,25959,26125
20061,36760,36116,35529,35047
20063,2714,2747,2742,2735
20065,2403,2400,2397,2376
20067,7326,7333,7250,7147
20069,5647,5664,5711,5743
20071,1274,1282,1232,1181
20073,5977,5921,5908,5870
20075,2487,2478,2452,2437
20077,5472,5355,5400,5435
20079,33986,33788,33671,33504
20081,3760,3652,3595,3630
20083,1737,1724,1697,1655
20085,13239,13263,13292,13368
20087,18323,18429,18354,18327
20089,2927,2942,2885,2847
20091,611149,614889,619091,622237
20093,3962,3897,3865,3823
20095,7425,7291,7174,7066
20097,2455,2409,2405,2374
20099,20170,19914,19702,19728
20101,1568,1561,1544,1529
20103,81966,82398,82922,83518
20105,2949,2910,2911,2920
20107,9587,9740,9777,9860
20109,2739,2710,2703,2665
20111,32113,32028,32031,32172
20113,30184,30164,30063,30091
20115,11793,11750,11783,11690
20117,10023,10021,9992,9933
20119,4061,3997,3913,3911
20121,34224,34641,34791,35320
20123,5773,5744,5730,5719
20125,31404,31181,30853,30568
20127,5369,5386,5400,5334
20129,2700,2671,2601,2580
20131,10262,10226,10164,10114
20133,15905,15787,15583,15420
20135,2673,2651,2657,2618
20137,5453,5369,5325,5330
20139,15741,15752,15705,15824
20141,3490,3485,3481,3427
20143,5729,5830,5806,5818
20145,6256,6247,6188,6126
20147,4961,4819,4783,4761
20149,25411,25873,26292,26382
20151,9143,9168,9073,9082
20153,2572,2558,2523,2463
20155,61878,61499,61552,61497
20157,4664,4688,4653,4627
20159,9389,9389,9370,9260
20161,72016,71871,71563,71402
20163,4893,4865,4810,4778
20165,2938,2928,2941,2830
20167,6678,6697,6733,6723
20169,54254,53827,53389,53098
20171,5139,5121,5007,4922
20173,524821,524423,525368,528469
20175,21857,21763,21345,21067
20177,178709,178403,177537,177746
20179,2445,2451,2439,2423
20181,5897,5932,5876,5844
20183,3567,3573,3572,3590
20185,4049,4008,3971,3909
20187,2084,2045,1967,1901
20189,5243,5302,5166,5077
20191,22328,22327,22359,22334
20193,7932,7948,7908,7865
20195,2803,2788,2746,2731
20197,6891,6970,7009,7057
20199,1512,1513,1493,1509
20201,5530,5525,5493,5504
20203,2149,2080,2078,2082
20205,8582,8520,8554,8382
20207,3099,3084,3117,3115
20209,168914,167262,165626,165281
21001,18883,18966,19097,19264
21003,20574,20839,21283,21788
21005,23883,24084,24273,24613
21007,7713,7687,7642,7582
21009,44505,44598,44872,45008
21011,12716,12795,12828,12975
21013,23984,23834,23611,23317
21015,136468,137747,139045,140496
21017,20286,20224,20109,20134
21019,48206,47757,48059,47826
21021,30753,30604,30851,30988
21023,8400,8440,8435,8426
21025,13693,13546,13358,12953
21027,20447,20687,20961,21124
21029,82366,83073,83774,84863
21031,12316,12302,12365,12375
21033,12635,12678,12608,12551
21035,37596,37896,38093,38280
21037,93127,92828,93272,93702
21039,4807,4761,4719,4704
21041,10825,10896,10939,10987
21043,26609,26430,26343,26366
21045,15918,15940,15911,15918
21047,72762,73180,72286,72032
21049,37035,36895,36992,37304
21051,20312,20161,19874,19648
21053,9232,9282,9139,9148
21055,9003,8944,8991,8974
21057,5856,5900,5969,6000
21059,103405,103089,103189,103458
21061,12152,12237,12302,12448
21063,7334,7361,7292,7245
21065,14161,14086,14024,13936
21067,322627,320519,320281,320154
21069,15101,15265,15278,15442
21071,35798,35304,34918,34423
21073,51594,51714,51548,51644
21075,6511,6487,6371,6338
21077,8673,8763,8773,8792
21079,16963,17366,17566,17829
21081,25015,25292,25474,25619
21083,36528,36673,36493,36461
21085,26460,26583,26643,26825
21087,11132,11325,11392,11468
21089,35877,35643,35375,35221
21091,9101,9073,9027,8920
21093,110829,111878,111743,112273
21095,26754,26150,25652,25324
21097,18719,18957,19105,19415
21099,19290,19477,19594,19724
21101,44678,44418,44032,44119
21103,15698,15708,15760,15973
21105,4529,4426,4434,4447
21107,45369,45189,44926,44929
21109,12963,12980,12989,13104
21111,782845,777251,773095,772144
21113,53024,53603,54236,55017
21115,22648,22548,22235,22116
21117,169271,169698,170280,171321
21119,14158,14032,13847,13659
21121,30185,30025,29773,29794
21123,14873,15027,15150,15303
21125,62727,62580,62879,63296
21127,16303,16284,16097,16000
21129,7368,7462,7273,7293
21131,10468,10280,10049,9864
21133,21465,21224,20827,20423
21135,13087,12991,12937,12973
21137,24255,24295,24419,24776
21139,8871,8980,8968,8892
21141,27513,27804,27856,28283
21143,8679,8435,9099,9187
21145,67917,67546,67366,67428
21147,16840,16804,16783,17050
21149,9136,9122,9107,9054
21151,92993,93474,95151,96735
21153,11603,11489,11348,11228
21155,19592,19739,19748,19834
21157,31691,31829,31790,31744
21159,11253,11165,11096,10928
21161,17133,16960,16903,16841
21163,30026,30119,30010,30131
21165,6146,6185,6236,6286
21167,22655,22860,22900,23097
21169,10288,10391,10408,10482
21171,11319,11260,11353,11306
21173,28112,28230,28357,28527
21175,13735,13689,14146,14283
21177,30894,30323,30696,30568
21179,46779,47127,47359,47730
21181,7541,7733,7786,7686
21183,23747,23744,23496,23626
21185,67693,68238,69444,70183
21187,11301,11298,11294,11313
21189,4032,3974,3958,4001
21191,14648,14635,14703,14810
21193,28367,27927,27367,27133
21195,58441,57416,56317,55973
21197,13093,13086,13041,12972
21199,65116,65571,65767,66191
21201,2184,2257,2247,2313
21203,16059,16134,16225,16190
21205,24722,24569,24372,24409
21207,18002,18172,18185,18279
21209,57531,58316,59077,60168
21211,48244,48588,48842,49515
21213,19633,19734,19948,20195
21215,19511,19887,20212,20531
21217,26000,26187,26396,26443
21219,12288,12301,12394,12494
21221,14078,14220,14348,14369
21223,8460,8549,8527,8607
21225,13652,13254,13104,13106
21227,135028,137225,140046,142229
21229,12043,12080,12060,12267
21231,19539,19535,19634,19580
21233,13018,12852,12739,12726
21235,36698,36761,36908,36825
21237,6559,6507,6416,6282
21239,26904,27082,27053,27268
22001,57478,57217,56725,56489
22003,22687,22588,22287,22112
22005,126978,128571,130485,131632
22007,20963,20696,20463,20160
22009,39646,39261,38715,38408
22011,36605,36668,36624,36827
22013,12913,12779,12612,12366
22015,128721,129323,129153,129795
22017,236945,232658,228934,226386
22019,216481,204914,202288,203761
22021,9615,9576,9493,9389
22023,5623,5094,4896,4768
22025,8844,8721,8604,8414
22027,14103,14043,13849,13670
22029,18569,18348,18026,17688
22031,26845,26949,26856,27114
22033,455899,453596,450091,448467
22035,7397,7229,6939,6829
22037,19456,19373,19208,19229
22039,32297,32213,32033,31754
22041,19713,19609,19358,19285
22043,22149,22256,22040,21911
22045,70055,69325,68320,67659
22047,30064,29747,29613,29617
22049,14998,14900,14816,14746
22051,439725,434134,426030,421777
22053,32210,32373,31929,31553
22055,242145,244880,247714,249750
22057,97454,97599,95751,95056
22059,14823,14842,14821,14800
22061,48309,48110,47980,47962
22063,142834,146121,148056,150145
22065,9927,9801,9480,9246
22067,25465,25021,24414,23955
22069,37387,36973,36648,36291
22071,383241,377346,369917,364136
22073,160111,158866,157704,157568
22075,23460,23310,22618,22386
22077,20673,20346,20212,20000
22079,129651,128626,127028,126260
22081,7582,7505,7465,7356
22083,20026,19856,19784,19712
22085,22099,22096,21974,21906
22087,43856,44324,44419,44463
22089,52513,52470,51058,50620
22091,10898,10903,10789,10774
22093,20120,19794,19388,19191
22095,42366,42109,39955,39592
22097,82314,82191,81679,81464
22099,51634,51562,51249,51057
22101,49142,48219,47819,47055
22103,265000,270147,273237,275583
22105,133654,135488,136799,138064
22107,4107,4024,3814,3764
22109,109405,108955,104632,103616
22111,21092,21001,20729,20650
22113,56956,56874,56953,56992
22115,48622,48022,46870,46250
22117,45357,45198,44991,44865
22119,36883,35938,35527,35238
22121,27262,27798,28034,28266
22123,9696,9583,9481,9323
22125,15259,15495,15396,15371
22127,13720,13493,13251,13216
23001,111175,112732,113225,113765
23003,67063,67075,67322,67351
23005,303585,306107,308837,310230
23007,29468,30258,30595,30828
23009,55511,56355,56549,56526
23011,124712,125752,126535,127259
23013,40654,41069,41179,40977
23017,57898,58692,59458,59905
23019,152169,153359,154728,155312
23021,16808,17217,17403,17486
23023,36732,37170,37372,37513
23025,50473,50782,51118,51302
23027,39658,39978,40255,40620
23029,31088,31192,31527,31555
23031,212260,215025,216950,218586
24001,67960,67687,67266,67273
24003,589106,592085,593347,594582
24005,853387,850691,845986,844703
24009,92915,94233,94559,94728
24011,33270,33429,33427,33593
24013,172941,174313,175472,176639
24015,103800,104056,104870,105672
24017,166741,168927,170111,171973
24019,32530,32594,32583,32879
24021,272786,280647,287540,293391
24023,28798,28758,28588,28423
24025,261230,263302,263815,264644
24027,332814,335328,335366,336001
24029,19120,19244,19295,19303
24031,1060904,1056193,1053067,1058474
24033,965365,956451,946980,947430
24035,50033,50922,51720,52508
24037,113999,114650,114783,115281
24039,24561,24546,24608,24910
24041,37488,37756,37814,37823
24043,154697,155143,155257,155813
24045,103565,104114,104486,104800
24047,52522,53398,53934,54171
24510,583157,576578,569107,565239
25001,228012,232315,232078,231735
25003,128619,128376,127547,126818
25005,576772,579756,579744,581841
25007,20593,21127,20962,20819
25009,807791,807360,806499,810089
25011,70923,70991,70995,70836
25013,464311,462862,460758,460291
25015,146616,163128,162518,162502
25017,1628235,1617262,1616794,1623952
25019,14237,14506,14443,14444
25021,724554,724471,725469,727473
25023,530200,533059,533248,535308
25025,797181,774514,768812,768425
25027,859669,862224,862873,866866
26001,10192,10295,10397,10489
26003,8842,8774,8773,8757
26005,120669,121068,121290,121939
26007,28886,28939,28833,28904
26009,23458,23879,24265,24409
26011,15001,15016,15123,15145
26013,8142,8286,8283,8310
26015,62598,63141,63402,63808
26017,103742,103108,102638,102500
26019,17990,18237,18327,18441
26021,154197,153352,152835,152261
26023,44884,45215,44502,45215
26025,134200,133878,133424,133366
26027,51559,51527,51477,51642
26029,26041,26199,26173,26159
26031,25587,25754,25964,26048
26033,36787,35849,36207,36264
26035,30843,31131,31307,31316
26037,79170,79464,79652,79720
26039,12992,13277,13434,13538
26041,36870,36825,36781,36790
26043,25904,25819,25943,25982
26045,109175,108908,108854,108820
26047,34113,34297,34215,34123
26049,405777,404627,401923,401522
26051,25378,25475,25621,25853
26053,14346,14367,14377,14224
26055,95425,95969,96298,96421
26057,41683,41286,41104,41368
26059,45731,45625,45735,45587
26061,37237,37507,37160,37599
26063,31364,31307,31145,30927
26065,284675,271224,283477,284637
26067,66870,66823,66836,66262
26069,25184,25350,25473,25373
26071,11634,11610,11705,11740
26073,64518,64248,64366,64118
26075,160231,160162,159758,159424
26077,261796,260523,260892,262215
26079,17931,17994,18244,18490
26081,658492,658852,658920,661354
26083,2060,2108,2155,2172
26085,12094,12274,12651,12734
26087,88583,88662,88632,88977
26089,22308,22627,22883,23019
26091,99325,99100,98280,97520
26093,193968,195333,196134,196757
26095,6412,5977,6274,6435
26097,10816,10907,10962,10851
26099,880238,877646,874235,875101
26101,25066,25328,25365,25562
26103,66012,65739,66548,66999
26105,29033,29339,29318,29159
26107,39790,40048,40782,41099
26109,23451,23317,23225,22945
26111,83478,83479,83762,84039
26113,15065,15173,15232,15311
26115,154896,155534,155235,155045
26117,66635,67320,67209,68154
26119,9170,9302,9557,9678
26121,174784,175550,175539,176564
26123,50111,50413,50728,51108
26125,1272493,1272630,1271025,1270426
26127,26712,26860,26920,26981
26129,20780,20774,20919,20990
26131,5804,5870,5921,5906
26133,22909,23196,23279,23330
26135,8235,8320,8391,8545
26137,25133,25324,25561,25747
26139,296907,298393,300918,303372
26141,13005,13172,13343,13285
26143,23472,23653,23682,23863
26145,189882,189516,188373,187782
26147,160380,160205,159668,159874
26149,60941,60844,60778,60878
26151,40499,40528,40482,40368
26153,8057,8048,8174,8149
26155,68010,67991,67967,68025
26157,53312,53034,52908,52826
26159,75574,75678,75669,75798
26161,371834,365013,366504,365536
26163,1789586,1774807,1758942,1751169
26165,33693,33898,34018,34122
27001,15722,15957,16142,16102
27003,364499,367802,369108,372441
27005,35193,35336,35363,35283
27007,46255,46481,46511,46718
27009,41355,41533,41509,41600
27011,5158,5167,5149,5105
27013,69204,69380,69603,70006
27015,25914,25899,25762,25628
27017,36185,36440,36544,36825
27019,107297,108859,110120,111057
27021,30168,30682,31308,31446
27023,12608,12372,12269,12172
27025,56716,57549,57898,58535
27027,65344,65651,65860,66258
27029,8578,8582,8638,8644
27031,5597,5629,5721,5639
27033,11516,11594,11382,11319
27035,66277,67342,67884,68304
27037,440423,442730,443272,447440
27039,20889,20952,20992,21088
27041,39087,39298,39684,39953
27043,13898,13906,13930,13873
27045,21243,21331,21454,21522
27047,30896,30803,30683,30515
27049,47578,48042,48041,48035
27051,6093,6149,6121,6139
27053,1281649,1270055,1257066,1258713
27055,18849,18819,18727,18582
27057,21397,21749,21963,22132
27059,41396,41962,42711,43182
27061,45034,45099,45194,45365
27063,9995,10005,9898,9919
27065,16053,16170,16449,16602
27067,43722,43809,43771,43813
27069,4208,4178,4086,4060
27071,12031,11943,11848,11751
27073,6699,6700,6656,6630
27075,10912,11004,10912,10855
27077,3765,3826,3886,3778
27079,28637,28900,29124,29255
27081,5625,5576,5576,5521
27083,25423,25492,25433,25427
27085,36755,36815,36734,36785
27087,5380,5403,5339,5280
27089,9027,8997,8889,8810
27091,19987,19923,19656,19657
27093,23437,23403,23526,23490
27095,26468,26913,27295,27427
27097,34014,34079,34237,34250
27099,40059,40219,40050,40058
27101,8166,8133,8040,8049
27103,34494,34348,34343,34242
27105,22205,22070,21958,21727
27107,6436,6441,6371,6329
27109,163037,163742,164036,164784
27111,60099,60231,60544,60626
27113,13943,13781,13816,13714
27115,28899,29414,29533,30197
27117,9417,9354,9327,9245
27119,31076,30819,30725,30412
27121,11325,11410,11420,11400
27123,551716,544025,537303,536075
27125,3938,3945,3881,3911
27127,15418,15388,15358,15288
27129,14694,14605,14473,14348
27131,67102,67341,67523,67948
27133,9676,9685,9554,9551
27135,15303,15274,15334,15252
27137,200083,199521,199558,200514
27139,151347,153611,154423,155814
27141,97593,99211,100540,102206
27143,14793,14923,14928,15084
27145,158480,159204,160242,160977
27147,37384,37427,37429,37421
27149,9666,9689,9615,9728
27151,9800,9782,9771,9719
27153,25294,25288,25533,25667
27155,3354,3272,3242,3136
27157,21407,21515,21652,21683
27159,14117,14141,14236,14241
27161,18963,19002,18914,18981
27163,268389,272865,276169,278936
27165,11245,11164,11106,11077
27167,6479,6411,6358,6306
27169,49647,49788,49469,49721
27171,141883,145204,148118,151150
27173,9495,9439,9484,9467
28001,29423,28846,28517,28746
28003,34733,34398,34147,34135
28005,12700,12622,12559,12442
28007,17818,17715,17530,17359
28009,7664,7638,7556,7438
28011,30835,30201,29461,28968
28013,13219,12961,12846,12685
28015,9934,9822,9736,9535
28017,17086,17007,16863,16866
28019,8211,8137,8095,8088
28021,9097,8886,8775,8617
28023,15545,15415,15203,15228
28025,18622,18481,18311,18206
28027,21224,20721,20235,20077
28029,28270,27922,27712,27664
28031,18295,18273,18142,18059
28033,186122,189004,191144,193247
28035,78189,77869,77976,78208
28037,7665,7687,7611,7610
28039,24364,24788,25199,25619
28041,13538,13648,13566,13601
28043,21577,21330,21134,21065
28045,46123,46005,46007,46159
28047,208809,209485,210443,210612
28049,226765,222464,217555,214870
28051,16882,16508,16111,15777
28053,7740,7566,7354,7216
28055,1328,1294,1262,1256
28057,23865,23885,23971,24093
28059,143373,144459,144963,146389
28061,16350,16232,16077,16013
28063,7245,7136,7067,6941
28065,11269,11163,11079,10969
28067,67163,66813,66440,66250
28069,8960,8801,8670,8584
28071,55913,56902,57730,58467
28073,64389,65409,65746,66217
28075,72675,71937,71142,70527
28077,11979,11781,11761,11741
28079,21246,21260,21203,21258
28081,83323,83008,82824,82799
28083,28188,27425,26664,26378
28085,34828,34939,34764,34702
28087,58777,58160,57671,57283
28089,109266,109991,111271,112511
28091,24375,24304,24166,24224
28093,33781,33755,33905,34123
28095,34139,33922,33568,33609
28097,9794,9699,9563,9600
28099,28991,28908,28804,28789
28101,21256,21120,21023,21019
28103,10229,10116,10000,9914
28105,51709,51812,51384,51203
28107,33169,32908,32592,32669
28109,56211,56480,57183,57978
28111,11454,11500,11398,11315
28113,40192,40010,39687,39394
28115,31192,31325,31367,31535
28117,24971,24962,24891,25135
28119,6159,5900,5674,5546
28121,157162,158123,158978,160417
28123,27974,27603,27560,27507
28125,3772,3626,3462,3336
28127,25901,25702,25623,25715
28129,14193,14191,14082,14099
28131,18335,18578,18641,18756
28133,25856,25329,24837,24468
28135,12648,12305,12067,11837
28137,28121,28103,28259,28261
28139,21742,21625,21438,21287
28141,18846,18734,18621,18507
28143,9733,9642,9407,9234
28145,27822,28033,28132,28284
28147,13871,13830,13824,13863
28149,44544,43430,42635,42298
28151,44640,43626,42524,41946
28153,19808,19669,19583,19703
28155,9902,9970,9944,9988
28157,8526,8305,8203,8058
28159,17690,17580,17504,17416
28161,12438,12439,12413,12386
28163,26676,26424,25893,25796
29001,25268,25188,25151,25122
29003,18103,18015,18016,18127
29005,5306,5210,5161,5107
29007,24786,24861,24482,24394
29009,34544,34762,34944,35265
29011,11623,11665,11695,11731
29013,16053,16095,16170,16242
29015,19422,19934,20233,20552
29017,10562,10586,10531,10544
29019,184047,186115,187721,189463
29021,84467,83623,82891,82956
29023,42070,42170,42166,41948
29025,8822,8904,8939,8955
29027,44340,44640,44723,44731
29029,42806,43507,43760,44044
29031,81821,82132,82931,82984
29033,8466,8398,8420,8391
29035,5202,5321,5254,5303
29037,108161,109780,110357,111732
29039,14212,14515,14601,14672
29041,7386,7361,7395,7399
29043,89285,91616,93122,94422
29045,6660,6735,6715,6641
29047,254137,255871,256930,259772
29049,21209,21213,21303,21548
29051,76621,76603,76956,77278
29053,16646,16676,16763,16947
29055,23035,22820,22659,22719
29057,7584,7596,7665,7716
29059,17128,17336,17587,17768
29061,8430,8400,8457,8551
29063,11599,11690,11310,9899
29065,14387,14454,14488,14647
29067,11606,11749,11981,12228
29069,28217,27743,27411,27032
29071,104864,105307,105793,106404
29073,14763,14780,14772,14705
29075,6132,6184,6274,6287
29077,299328,301098,303197,304611
29079,9754,9757,9844,9815
29081,8163,8184,8217,8220
29083,21976,22208,22421,22485
29085,8299,8572,8575,8718
29087,4189,4232,4254,4248
29089,10157,10145,10179,10101
29091,39799,40016,40623,40735
29093,9511,9429,9413,9440
29095,717615,717875,716218,718560
29097,122907,123324,124016,125056
29099,226937,227993,229220,231230
29101,54031,54194,54449,54962
29103,3739,3785,3777,3723
29105,36043,36156,36345,36680
29107,33055,32834,32967,33196
29109,38000,38268,38689,38872
29111,10037,9994,9886,9818
29113,59854,61640,63182,64699
29115,11858,11842,11826,11791
29117,13985,14191,14335,14557
29119,23280,23429,23593,23903
29121,15196,15178,15076,15161
29123,12626,12664,12757,12698
29125,8451,8417,8432,8430
29127,28486,28556,28489,28336
29129,3513,3481,3466,3469
29131,24775,24941,25403,25590
29133,12125,12105,11665,11822
29135,15212,15310,15260,15256
29137,8687,8701,8635,8698
29139,11281,11433,11479,11459
29141,20995,21430,21786,21970
29143,16325,16035,15710,15424
29145,58692,59440,60096,60677
29147,20997,20983,20715,20695
29149,8608,8625,8703,8720
29151,13259,13398,13398,13468
29153,8517,8785,8954,8970
29155,15588,15241,14865,14613
29157,18970,18972,18878,18950
29159,43006,43213,43397,43530
29161,44559,44899,45273,45284
29163,17400,17596,17644,17935
29165,107193,108744,110570,111940
29167,31617,32042,32659,32780
29169,54010,53815,53810,53812
29171,4689,4695,4662,4638
29173,10358,10368,10410,10489
29175,24448,24563,24626,24109
29177,23133,23089,23121,23182
29179,6081,6084,5996,5950
29181,10669,10645,10714,10806
29183,406417,410465,413798,416659
29185,9347,9413,9595,9752
29186,18476,18569,18613,18642
29187,66443,67010,66906,67058
29189,1003130,998439,990791,987059
29195,23331,23253,23003,23049
29197,4006,4015,4000,4053
29199,4707,4674,4647,4676
29201,38020,37886,37868,37889
29203,7028,7090,7216,7238
29205,6087,5965,5996,5931
29207,28651,28519,28390,28397
29209,31212,31592,32134,32658
29211,5985,5898,5816,5797
29213,56062,56304,56749,56775
29215,24324,24868,25304,25619
29217,19670,19588,19599,19710
29219,35732,36551,37290,37806
29221,23424,23392,23392,23534
29223,10936,10922,10817,10811
29225,39013,39601,40366,41472
29227,1963,1967,1940,1907
29229,18213,18621,19143,19403
29510,300496,293622,286193,281754
30001,9382,9553,9747,9885
30003,13080,12893,12826,12751
30005,7007,7003,6972,6899
30007,6860,7323,7771,8032
30009,10505,10889,11236,11419
30011,1404,1413,1403,1418
30013,84407,84551,85001,84900
30015,5899,5921,5908,5847
